Wall time,Step,Value
1686109805.964879,108,0.7590993642807007
1686109860.0685046,173,0.568011999130249
1686109922.8153634,245,0.4543887972831726
1686109935.3907425,260,0.44182315468788147
1686110055.250845,403,0.3819817900657654
1686110110.1648474,466,0.3677898347377777
1686110148.0215545,511,0.3616965115070343
1686110169.8422723,539,0.35929572582244873
1686110186.5156462,557,0.3578125536441803
1686110220.294828,597,0.3546246290206909
1686110271.2413087,659,0.35180968046188354
1686110362.9492917,765,0.3458511531352997
1686110397.0746942,805,0.3425775468349457
1686110448.5065122,867,0.3388969600200653
1686110465.4993002,887,0.3379693925380707
1686110595.5847995,1016,0.3337308466434479
1686110604.318464,1027,0.33353883028030396
1686110613.0155888,1038,0.33347639441490173
1686110688.8417158,1126,0.33342400193214417
1686110693.397952,1133,0.333412230014801
1686110719.2097793,1165,0.33334484696388245
1686110731.1794305,1177,0.3331921100616455
1686110735.9396048,1185,0.3330713212490082
1686110794.6191623,1253,0.3326128423213959
1686110794.9903972,1255,0.33242523670196533
1686110811.2651625,1272,0.332240492105484
1686110900.4620953,1377,0.33280670642852783
1686110934.7106965,1418,0.33284950256347656
1686110968.881107,1459,0.33271324634552
1686110998.552514,1495,0.3323332965373993
1686111014.6924424,1511,0.3325529992580414
1686111015.2320886,1514,0.3325314223766327
1686111044.995764,1549,0.33252617716789246
1686111061.3946843,1566,0.3325180113315582
1686111150.4810622,1671,0.33333587646484375
1686111378.691593,1941,0.33691301941871643
1686111395.694205,1961,0.336622416973114
1686111395.861508,1962,0.33663082122802734
1686111745.4845188,2360,0.33716386556625366
1686111812.3993907,2437,0.3380337953567505
1686111816.750714,2442,0.3381817042827606
1686111833.7829766,2463,0.3389560282230377
1686111837.5726006,2466,0.3389568030834198
1686111867.7128701,2504,0.3392694294452667
1686111930.5640857,2578,0.3391830623149872
1686111980.5618796,2636,0.3397354483604431
1686111985.298141,2644,0.3399018943309784
1686112018.8746705,2685,0.34056296944618225
1686112027.0407002,2694,0.3404870629310608
1686112039.6970298,2709,0.34072938561439514
1686112047.8477013,2718,0.3407687246799469
1686112090.1626606,2769,0.34101927280426025
1686112106.3358836,2786,0.34132733941078186
1686112152.904281,2845,0.34180721640586853
1686112261.8051076,2974,0.34302905201911926
1686112369.5552123,3084,0.3433772623538971
1686112386.4520655,3105,0.3435545563697815
1686112389.8953161,3106,0.3435833752155304
1686112422.9309561,3146,0.3435104191303253
1686112465.509651,3200,0.3442801237106323
1686112482.1779225,3218,0.34447547793388367
1686112502.9753852,3242,0.3447851240634918
1686112523.5826855,3266,0.34506043791770935
1686112524.1542406,3269,0.3449806571006775
1686112598.6431398,3357,0.34551721811294556
1686112636.123153,3405,0.34590741991996765
1686112702.534891,3484,0.3466097116470337
1686112718.7484741,3501,0.34692224860191345
1686112739.6674194,3527,0.3471648097038269
1686112772.9062972,3567,0.3471403121948242
1686112801.8620567,3601,0.34766823053359985
1686112814.3395073,3617,0.34786456823349
1686112843.7890549,3655,0.3481622040271759
1686112856.1807864,3669,0.34820035099983215
1686112859.938204,3672,0.34811684489250183
1686112893.4923837,3713,0.3482014536857605
1686112951.7790594,3783,0.348392516374588
1686113006.0516708,3849,0.3494638502597809
1686113063.4064364,3916,0.3501397669315338
1686113157.6519608,4013,0.35039740800857544
1686113166.0471706,4024,0.3504924178123474
1686113236.9586768,4110,0.35124725103378296
1686113248.7014518,4122,0.3512345254421234
1686113299.0853283,4182,0.3511923849582672
1686113307.514815,4193,0.35123875737190247
1686113336.0727007,4228,0.350972056388855
1686113410.8322875,4319,0.35158586502075195
1686113419.011563,4329,0.35163187980651855
1686113594.0581548,4540,0.3531438112258911
1686113614.920971,4565,0.35294732451438904
1686113685.0366066,4650,0.3533482253551483
1686113721.6777027,4691,0.35379356145858765
1686113837.9277468,4833,0.3548000156879425
1686113841.9259298,4837,0.3548279404640198
1686113879.1842675,4883,0.35508477687835693
1686114055.9436622,5080,0.35640692710876465
1686114064.0047667,5089,0.356416791677475
1686114067.596271,5091,0.35640472173690796
1686114101.0804353,5133,0.35651955008506775
1686114105.125113,5137,0.3564556837081909
1686114121.3427784,5156,0.3565216362476349
1686114146.3992002,5188,0.3571102023124695
1686114158.2750566,5201,0.35748499631881714
