Wall time,Step,Value
1686506071.6082547,108,15.74532699584961
1686506112.3090606,173,12.42835521697998
1686506155.3496718,245,9.929396629333496
1686506164.2815344,260,9.598799705505371
1686506250.1252625,403,8.24681568145752
1686506288.169268,466,8.001012802124023
1686506315.6783352,511,7.868372440338135
1686506331.1359234,539,7.798355579376221
1686506343.0418983,557,7.760263442993164
1686506367.467849,597,7.650700092315674
1686506404.75882,659,7.468998908996582
1686506468.419596,765,7.263189315795898
1686506493.4887073,805,7.215877056121826
1686506531.6860077,867,7.146385669708252
1686506543.8490317,887,7.118861675262451
1686506627.9662573,1016,7.054022789001465
1686506634.00815,1027,7.039011478424072
1686506640.1131546,1038,7.0309739112854
1686506692.9946187,1126,6.920966148376465
1686506696.436939,1133,6.922418117523193
1686506715.3862345,1165,6.9042582511901855
1686506723.3706574,1177,6.904686450958252
1686506727.269395,1185,6.907266616821289
1686506768.1234665,1253,6.883415222167969
1686506768.7008653,1255,6.881366729736328
1686506779.7945166,1272,6.873356342315674
1686506843.0467482,1377,6.799981117248535
1686506867.294446,1418,6.811361312866211
1686506892.115362,1459,6.78741455078125
1686506913.860188,1495,6.755067825317383
1686506924.7576594,1511,6.754649639129639
1686506925.6341548,1514,6.752121925354004
1686506946.3432517,1549,6.745011806488037
1686506957.9052331,1566,6.735806465148926
1686507020.2190762,1671,6.715127944946289
1686507184.1673012,1941,6.641598224639893
1686507196.009042,1961,6.659256935119629
1686507196.2801654,1962,6.662778854370117
1686507444.274119,2360,6.5461249351501465
1686507491.426242,2437,6.542871475219727
1686507494.4459658,2442,6.545340061187744
1686507506.9846919,2463,6.553930759429932
1686507509.4838116,2466,6.55219030380249
1686507531.3701746,2504,6.547133922576904
1686507576.6049044,2578,6.517348766326904
1686507612.5534692,2636,6.543933391571045
1686507616.501662,2644,6.541593074798584
1686507641.5218055,2685,6.544152736663818
1686507647.1430466,2694,6.545274257659912
1686507656.1423833,2709,6.543689727783203
1686507662.0123982,2718,6.539107322692871
1686507693.8162234,2769,6.544515609741211
1686507704.9396293,2786,6.555774688720703
1686507739.571019,2845,6.572789192199707
1686507817.5782864,2974,6.576661586761475
1686507891.5786855,3084,6.569913387298584
1686507904.1942422,3105,6.5788254737854
1686507906.135378,3106,6.579102039337158
1686507931.4514234,3146,6.557939052581787
1686507963.4143596,3200,6.550817489624023
1686507974.9442875,3218,6.552903175354004
1686507989.9784024,3242,6.555612564086914
1686508005.060981,3266,6.5626068115234375
1686508005.892176,3269,6.56740665435791
1686508059.8066366,3357,6.5368146896362305
1686508087.8376946,3405,6.547154903411865
1686508137.097949,3484,6.543821811676025
1686508149.1186016,3501,6.555622577667236
1686508164.5369015,3527,6.567667484283447
1686508188.7210174,3567,6.57877779006958
1686508209.4834642,3601,6.551083564758301
1686508219.1001596,3617,6.56572151184082
1686508241.0442483,3655,6.547588348388672
1686508250.1529505,3669,6.561084747314453
1686508252.9639776,3672,6.563478469848633
1686508277.555544,3713,6.551691055297852
1686508320.1935177,3783,6.524929046630859
1686508359.8827207,3849,6.504469871520996
1686508401.697532,3916,6.512391090393066
1686508466.9005075,4013,6.504678249359131
1686508473.3163426,4024,6.507987022399902
1686508525.7667966,4110,6.510288715362549
1686508534.131046,4122,6.510329246520996
1686508571.8448527,4182,6.507328987121582
1686508577.9941301,4193,6.5125346183776855
1686508599.9422128,4228,6.4903154373168945
1686508656.30494,4319,6.460672378540039
1686508662.8142116,4329,6.462917804718018
1686508792.3644807,4540,6.395618438720703
1686508807.5856817,4565,6.404138565063477
1686508859.1785443,4650,6.397325038909912
1686508885.3284144,4691,6.389897346496582
1686508971.7417493,4833,6.38128137588501
1686508974.42074,4837,6.380897521972656
1686509001.399579,4883,6.369727611541748
1686509125.6600611,5080,6.376733303070068
1686509131.6385431,5089,6.372274398803711
1686509133.8020792,5091,6.371737003326416
1686509158.326254,5133,6.3493828773498535
1686509161.0269394,5137,6.344882011413574
1686509172.6528022,5156,6.350489616394043
1686509191.731457,5188,6.349281311035156
1686509200.1546276,5201,6.350855827331543
1686509215.4622095,5226,6.36612606048584
1686509237.115018,5263,6.36909818649292
1686509258.0191083,5296,6.366233825683594
1686509297.6492267,5363,6.362545013427734
1686509322.3316422,5404,6.352444171905518
1686509354.383765,5455,6.344422340393066
1686509484.774553,5668,6.381647109985352
1686509539.643983,5759,6.3738298416137695
1686509585.005561,5833,6.40204381942749
1686509607.3537543,5867,6.414148330688477
1686509614.3122475,5880,6.403860569000244
1686509661.9099946,5957,6.391899585723877
1686509677.9215727,5982,6.399034023284912
1686509687.6378708,5998,6.401411533355713
1686509729.157656,6054,6.401635646820068
1686509764.9425614,6112,6.418954849243164
1686509780.8364322,6139,6.429093360900879
1686509783.5790637,6143,6.434459686279297
1686509835.8565652,6226,6.433202743530273
1686509846.127949,6244,6.442149639129639
1686509868.1344113,6280,6.421664237976074
1686509901.2395847,6333,6.414007186889648
1686509901.8048031,6335,6.414919376373291
1686509916.9405518,6359,6.416767597198486
1686509917.2363718,6360,6.421773433685303
1686509920.3335047,6365,6.42266321182251
1686509923.3336523,6370,6.421071529388428
1686510036.088386,6552,6.44727087020874
1686510046.0351703,6570,6.437597274780273
1686510056.9891813,6586,6.446761131286621
1686510059.9379852,6591,6.445222854614258
1686510064.0879931,6600,6.4377360343933105
1686510147.390429,6731,6.443745136260986
1686510159.9321632,6751,6.447967529296875
1686510191.434176,6803,6.473116397857666
1686510215.4055538,6843,6.471719741821289
1686510221.0776937,6851,6.475467681884766
1686510261.9506295,6920,6.476309776306152
1686510306.9129465,6992,6.487020492553711
1686510309.9519706,6997,6.490635395050049
1686510310.5299535,6999,6.48955774307251
1686510351.6711714,7055,6.483922004699707
1686510420.5234132,7165,6.472732067108154
1686510447.7314007,7208,6.4856648445129395
1686510476.8467667,7254,6.455235958099365
1686510510.8652742,7309,6.460318088531494
1686510538.9010992,7354,6.4707932472229
1686510590.592904,7437,6.468371868133545
1686510606.7998586,7465,6.447844505310059
1686510609.6351237,7469,6.443654537200928
1686510611.8367307,7471,6.447371959686279
1686510633.5542045,7507,6.474361896514893
1686510655.6420233,7544,6.493973731994629
1686510688.271193,7594,6.506033420562744
1686510694.6544757,7605,6.498067378997803
1686510719.8636966,7645,6.494709491729736
1686510771.3505795,7728,6.514163494110107
1686510773.723242,7731,6.515587329864502
1686510789.278563,7757,6.516302585601807
1686510812.1949751,7795,6.529489994049072
1686510829.785965,7822,6.531991004943848
1686510851.1250396,7856,6.530153751373291
1686510876.4632194,7896,6.508354187011719
1686510933.0686657,7987,6.513866901397705
1686511028.6353705,8123,6.525566577911377
1686511134.53406,8292,6.486242294311523
1686511200.1307476,8398,6.483104228973389
1686511294.9550242,8549,6.512118339538574
1686511298.3876767,8555,6.51228666305542
1686511337.991335,8619,6.501153945922852
1686511363.672003,8660,6.481485843658447
1686511384.7026641,8695,6.478861331939697
1686511402.8711886,8725,6.479599475860596
1686511420.4867225,8753,6.481178283691406
1686511435.7934124,8777,6.483948707580566
1686511436.3703291,8779,6.481381416320801
1686511463.7877545,8824,6.486014366149902
1686511469.9733965,8834,6.481098651885986
1686511493.7915192,8871,6.480853080749512
1686511497.818665,8878,6.477863311767578
1686511617.4008405,9059,6.5003662109375
1686511657.716283,9122,6.504091739654541
1686511677.3388948,9153,6.477365016937256
1686511739.1995726,9253,6.486362934112549
1686511764.0656345,9292,6.47744083404541
1686511770.9956896,9304,6.481560230255127
1686511786.104877,9328,6.488499641418457
1686511804.6812973,9360,6.500694274902344
1686511916.6366096,9539,6.48773193359375
1686511922.5127866,9548,6.4924445152282715
1686512000.7732503,9672,6.477874755859375
1686512026.8187993,9713,6.480590343475342
1686512051.2657073,9754,6.498981475830078
1686512051.549053,9755,6.499787330627441
